epoch,accuracy,loss,val_accuracy,val_loss
0,0.5980303883552551,0.7395034432411194,0.6393223404884338,0.6283277869224548
1,0.6439908146858215,0.6251276731491089,0.6734740734100342,0.6028357744216919
2,0.6660866141319275,0.6050500869750977,0.6861327886581421,0.5892137289047241
